"op","instance_id","id","name","activity_id","entry_status_username","startenddescription","enabled","stdevadjustmultiplier","schema_name","status_date","ingest_hour","ingest_year","ingest_month","ingest_day"
"I","2021-07-06 01:49:38.772262","250","801-City to TTP via North East Road","1","North East Road","East Tce to TTP","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772268","251","Port River Expressway closed","1","Port River Expressway","Closed between Nelson Street and Hanson Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772275","252","Port RIver Expressway closure","1","Port River Expressway","closed between Nelson St and Hanson Rd","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772282","253","56-South Eastern Fwy - Lwr Safety Ramp to City via Glen Osmond Rd","1","ACH / GLEN OSMOND RD (CB)","VMS056 to City","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772288","254","56-South Eastern Fwy - Lwr Safety Ramp to City via Cross Rd / Unley Rd","1","ACH / GLEN OSMOND RD (CB)","VMS056 to City via Cross Rd / Unley Rd","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772296","255","Trailer VMS - TS070 to Airport via Greenhill Rd / Richmond Rd / Marion Rd / Sir Don","1","Greenhill Rd / Richmond Rd / Marion Rd / Sir Don","Green Hill Rd - Richmond Rd - Marion Rd - Sir Donald Bradman Drv","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772305","256","Trailer VMS - TS070 to City via Greenhill Rd / Glen Osmond Rd","1","Greenhill Rd  - Glen Osmond Rd","Greenhill Rd  - Glen Osmond Rd","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772312","257","56-South Eastern Fwy - Lwr Safety Ramp to City via Portrush Rd / Greenhill Rd","1","SEF - Portrush Rd - Greenhill Rd","SEF - Portrush Rd - Greenhill Rd","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772319","258","South Eastern Freeway - Lower Safety Ramp to Adelaide Airport","1","Greenhill Road","South Eastern Freeway - Lower Safety Ramp to Adelaide Airport","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772327","259","VMS520 to City via Greenhill Road","1","Greenhill Road","Fullarton Road to City","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772333","260","VMS 520 to City via Rundle Street","1","Fullarton Road","Fullarton Road to City","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772339","261","Seaford Heights to Aldinga","1","Main South Road","Robinson Rd to Aldinga Beach Rd","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772345","262","VMS 901 to Bolivar via North South Motorway","1","North South Motorway","VMS 901 to Bolivar via North South Motorway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772352","263","VMS 901 to Bolivar via Port Wakefield Road","1","Port Wakefield Road","VMS 901 to Bolivar via Port Wakefield Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772359","264","VMS 901 to Waterloo Corner via North South Motorway","1","North South Motorway","VMS 901 to Bolivar via Port Wakefield Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772365","265","VMS 901 to Waterloo Corner via Port Wakefield Road","1","Port Wakefield Road","VMS 901 to Waterloo Corner via Port Wakefield Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772372","266","VMS 902 to Bolivar via North South Motorway","1","North South Motorway","VMS 902 to Bolivar via North South Motorway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772379","267","VMS 902 to Bolivar via Port Wakefield Road","1","Port Wakefield Road","VMS 902 to Bolivar via Port Wakefield Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772386","268","VMS 902 to Waterloo Corner via North South Motorway","1","North South Motorway","VMS 902 to Waterloo Corner via North South Motorway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772393","269","VMS 902 to Waterloo Corner via Port Wakfield Road","1","Port Wakefield Road","VMS 902 to Waterloo Corner via Port Wakefield Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772400","270","VMS 551 to Pym Street via North South Motorway","1","North South Motorway","VMS 551 South Road to Pym Street via North South Motorway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772407","271","VMS 551 to Pym Street via South Road","1","South Road","VMS 551 to Pym Street via South Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772413","272","VMS 551 to Regency Road via North South Motorway","1","North South Motorway","VMS 551 to Regency Road via North South Motorway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772420","273","VMS 612 to City (North Terrace) via Main North Road","1","Main North Road","VMS 612 to City (North Terrace)","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772426","274","VMS 612 to South Eastern Freeway via Portrush Road","1","Portrush Road","VMS 612 to South Eastern Freeway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772433","276","VMS 613 to South Eastern Freeway via Portrush Road","1","Portrush Road","VMS 613 to South Eastern Freeway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772439","277","VMS 613 to City (North Terrace) via Main North Road","1","Main North Road","VMS 613 to City (North Terrace)","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772446","279","COVID-19 Testing Station - Daws Road","1","Daws Road","Daws Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772452","280","VMS 903 to A9 Port River Expressway via M2 North South Motorway","1","M2 North South Motorway","VMS 903 to A9 Port River Expressway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772459","281","VMS 903 to M1 South Eastern Freeway via Port Wakefield Road","1","Port Wakefield Road","VMS 903 to M1 South Eastern Freeway via Port Wakefield Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772466","282","VMS 903 to Gepps Cross via Port Wakefield Road","1","Port Wakefield Road","VMS 903 to Gepps Cross","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772472","283","VMS 903 to Port Adelaide via A9 Port River Expressway","1","A9 Port River Expressway","VMS 903 to Port Adelaide","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772479","285","Test Wakefield St","1","Wakefield St","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772484","287","NSC - Southern Expressway to Adelaide CBD","1","South Road","Southern Expressway, Tonsley to Grote Street","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772492","288","NSC - Southern Expressway to Adelaide Airport","1","South Road","Southern Expressway, Tonsley to Sir Donald Bradman Drive / Airport Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772501","289","NSC - Cross Road to Adelaide Airport","1","Marion Road","South Road / Cross Road to Sir Donald Bradman Drive / Airport Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772508","290","NSC - North South Motorway (Hindmarsh) to Cross Road","1","South Road","North South Motorway / Grange Road to South Road / Cross Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772515","291","NSC - North South Motorway (Hindmarsh) to Brookman Avenue","1","South Road","North South Motorway / Grange Road to South Road / Brookman Avenue","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772522","292","Ayliffes Road to Old Noarlunga via Southern Expressway","1","Southern Expressway","Ayliffes Road to Old Noarlunga","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772529","293","Ayliffes Road to Old Noarlunga via Main South Road","1","Main South Road","Ayliffes Road to Old Noarlunga","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772535","294","Tonsley to Old Noarlunga via Southern Expressway","1","Southern Expressway","Tonsley to Old Noarlunga","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772542","295","Tonsley to Old Noarlunga via Main South Road","1","Main South Road","Tonsley to Old Noarlunga","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772548","296","Crafers to Bridgewater via South Eastern Freeway","1","Crafers to Bridgewater via South Eastern Freeway","Crafers to Bridgewater","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772555","297","Crafers to Hahndorf via South Eastern Freeway","1","South Eastern Freeway","Crafers to Hahndorf","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772561","298","Crafers to Mount Barker via South Eastern Freeway","1","South Eastern Freeway","Crafers to Mount Barker","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772568","299","Crafers to Murray Bridge via South Eastern Freeway","1","South Eastern Freeway","Crafers to Murray Bridge","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772575","300","Stirling to Toll Gate via South Eastern Freeway","1","South Eastern Freeway","Stirling to Toll Gate","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772581","301","Stirling to City via South Eastern Freeway","1","South Eastern Freeway","Stirling to City","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772587","302","Stirling to Mount Barker via South Eastern Freeway","1","South Eastern Freeway","Stirling to Mount Barker","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772593","303","Stirling to Murray Bridge via South Eastern Freeway","1","South Eastern Freeway","Stirling to Murray Bridge","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772600","304","VMS 555 to Port Adelaide via Port River Expressway","1","Port River Expressway","VMS 555 to Port Adelaide","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772607","305","VMS 555 to Mawson Lakes via Salisbury Highway","1","Salisbury Highway","VMS 555 to Mawson Lakes","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772613","306","M2 - Waterloo Corner to Regency Park","1","North South Motorway","Waterloo Corner to Regency Park","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772619","307","M2 North South Motorway - Waterloo Corner to Port Adelaide","1","M2 North South Motorway","Waterloo Corner to Port Adelaide","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772626","308","M2 North South Motorway - Bolivar to Regency Park","1","M2 North South Motorway","Bolivar to Regency Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772632","309","M2 North South Motorway - Bolivar to Port Adelaide","1","M2 North South Motorway","Bolivar to Port Adelaide","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772639","310","VMS 551 to Port River Expressway via North South Motorway","1","North South Motorway","VMS 551 to Port River Expressway","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772646","311","VMS 915 to Angle Vale Road via Northern Expressway","1","Northern Expressway","VMS 915 to Angle Vale Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772653","312","VMS 915 to Heaslip Road via Northern Expressway","1","Northern Expressway","VMS 915 to Heaslip Road","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772659","313","VMS 915 to Gawler via Northern Expressway","1","Northern Expressway","VMS 915 to Gawler","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772665","314","VMS 915 to Port Wakefield via Port Wakefield Highway","1","Port Wakefield Highway","VMS 915 to Port Wakefield","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772672","315","564 - Regency Rd (Days Rd to Churchill Rd)","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772677","316","564 - Regency Rd (Days Rd to Prospect Rd)","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772683","317","564 - Regency Rd (Days Rd to Main North Rd)","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772688","318","564 - Regency Rd (Days Rd to Hampstead Rd)","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772693","319","563 - M2 Motorway NB (Days Rd to Bolivar Rd exit)","1","M2 Motorway NB","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772699","320","563 - M2 Motorway SB (Days Rd to Hindmarsh)","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772705","321","563 - Regency Rd (Days Rd to Churchill Rd)","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772710","322","563 - Regency Rd (Days Rd to Hampstead Rd)","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772715","323","562 - Cavan (Gallipoli > GJ > Cavan Rd)","1","Gallipoli Drv","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772721","324","562 - To Hampstead Rd","1","Grand Junction Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772726","325","562 - M2 Motorway to Hindmarsh","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772731","326","562 - M2 Motorway to Bolivar","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772737","327","560 - Regency Rd to South Rd","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772742","328","560 - Regency Rd to Torrens Rd","1","Regency rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772747","329","560 - Churchill Rd (Regency to GJ Rd)","1","Churchill Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772753","330","560 - Churchill Rd (Regency Rd to Torrens Rd)","1","Churchill Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772758","331","561 - Regency Rd to Days Rd","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772763","332","561 - Regency Rd to Torrens Rd","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772769","333","560 - M2 Motorway to Hindmarsh","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772774","334","561 - M2 Motorway to Wingfield","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772779","335","556 - Airport via Holbrooks Rd","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772784","336","556 - Airport via Sir Donald Bradman Drv","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772790","337","556 - to Anzac Hwy","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772795","338","556 - to Tonsley","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772800","339","559 - to Hindmarsh","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772805","340","559 to Richmond Rd","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772810","341","559 to Cross Rd","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772815","342","559 - To Daws Rd","1","South Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772820","343","557 - Cavan via Nameena Rd","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772825","344","557 - Cavan via Churchill rd","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772830","345","557 - Regency Rd to Torrens Rd","1","regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772836","346","557 - Regency Rd to Hampstead Rd","1","Regency Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772841","347","558 - to Bolivar","1","","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772846","348","558 to Northern Expressway","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772851","349","558 - Salisbury Hwy to Pt Adelaide","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772856","350","558 - Salisbury Hwy to Salisbury","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772862","351","904 - To Waterloo Cnr Rd","1","Pt Wakefield Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772867","352","904 to Buckland Park","1","Pt Wakefield Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772872","353","904 - Gawler Via Bolivar Rd Entry Ramp","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772877","354","904 - Gawler via Waterloo Cnr Entry Ramp","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772883","355","909 - Pt Wakefield Rd to Montague Rd","1","Pt Wakefield Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772888","356","909 - Pt Wakefield Rd to Main North Rd","1","Pt Wakefield Rd","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772894","357","909 - M2 Motorway To Salisbury Hwy","1","M2 Motorway Southbound","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-07-06 01:49:38.772899","358","909 - M2 Motorway to Hindmarsh","1","M2 Motorway","","true","+1.0000000000000000e+00","dbo",,"11","2021","07","06"
"I","2021-10-14 21:59:47.503000","371","M1 South Eastern Freeway - Mount Osmond to Crafers","1","M1 South Eastern Freeway","Mount Osmond to Crafers","true","+1.0000000000000000e+00","dbo",,"08","2021","10","15"
"D","2021-10-13 03:21:25.447000","366","Mt Barker Rd  (Crafers to Devils Elbow)","1","Mt Barker Rd","Crafers - Devils Elbow","true","+1.0000000000000000e+00","dbo",,"13","2021","10","13"
"D","2021-10-13 03:21:42.427000","365","Mt Barker Rd (Devils Elbow to Crafers)","1","Mt Barker Rd","Devils Elbow - Crafers","true","+1.0000000000000000e+00","dbo",,"13","2021","10","13"
"I","2021-10-13 03:20:25.697000","368","M1 South Eastern Freeway Alternate Route (Mount Barker Road, Eagle on the Hill) Outbound","1","","","true","+1.0000000000000000e+00","dbo",,"13","2021","10","13"
"I","2021-10-13 03:21:23.300000","369","M1 South Eastern Freeway Alternate Route (Mount Barker Road, Eagle on the Hill) Inbound","1","","","true","+1.0000000000000000e+00","dbo",,"13","2021","10","13"
"I","2021-08-10 11:12:25.690236","362","VMS061 to Brittania R/About","1","SEF > Glen Osmond Rd > Fullarton Rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
"U","2021-10-09 22:53:41.920000","367","VMS 901 to M2 Bolivar Entry Ramp via Port Wakefield Rd","1","Port Wakefield Rd (NB)","VMS901 > Salisbury Hwy > PWR > M2 Bolivar On-Ramp","true","+1.0000000000000000e+00","dbo",,"09","2021","10","10"
"U","2021-10-01 05:18:22.837526","366","Mt Barker Rd  (Crafers to Devils Elbow)","1","Mt Barker Rd","Crafers - Devils Elbow","true","+1.0000000000000000e+00","dbo",,"14","2021","10","01"
"I","2021-08-10 11:12:25.690236","362","VMS061 to Brittania R/About","1","SEF > Glen Osmond Rd > Fullarton Rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
"I","2021-08-10 11:08:22.661786","359","VMS061 to Kensington Rd","1","SEF > Portrush rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
"I","2021-08-10 11:09:02.485693","360","VMS061 to Unley Rd","1","SEF > Cross Rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
"I","2021-10-09 22:47:21.270000","367","VMS 901 to M2 Bolivar Entry Ramp via Port Wakefield Rd","1","Port Wakefield Rd","M2 (VMS 901) to Salisbury Hwy > Port Wakefield Rd > M2 Boliver Entry Ramp","true","+1.0000000000000000e+00","dbo",,"09","2021","10","10"
"U","2021-10-09 22:52:22.510000","367","VMS 901 to M2 Bolivar Entry Ramp via Port Wakefield Rd","1","Port Wakefield Rd (NB)","M2 > Salisbury Hwy > Port Wakefield Rd > M2 Bolivar on- ramp","true","+1.0000000000000000e+00","dbo",,"09","2021","10","10"
"I","2021-08-10 11:08:22.661786","359","VMS061 to Kensington Rd","1","SEF > Portrush rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
"I","2021-08-10 11:09:02.485693","360","VMS061 to Unley Rd","1","SEF > Cross Rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
"I","2021-08-10 11:10:27.722834","361","VMS061 to Keswick","1","SEF > Glen Osmond rd > Greenhill Rd","","true","+1.0000000000000000e+00","dbo",,"20","2021","08","10"
