"op","dms_update_ts","logtime","siteid","probeid","firstseenat","sourceidtype","trackedvehicletypeid","schema_name","table_name","ingest_hour","ingest_year","ingest_month","ingest_day","op","dms_update_ts","id","number","activity_id","enabled","name","beaconindex","instance_id","androidname","longitude","latitude","status_date","entry_status_username","ingest_hour","ingest_year","ingest_month","ingest_day","in_out_filter","seq"
"I","2022-03-06 00:29:05.200000","2022-03-06 10:28:50 +10:30","1232","968699860","2022-03-06 10:28:50 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.717065","1232","1232","1","true","KENSINGTON ROAD  E OF SHIPSTERS ROAD KENSINGTON","549","KENSINGTON ROAD;  NEAR SHIPSTERS ROAD","KENSINGTON ROAD;  NEAR SHIPSTERS ROAD","138.65058","-34.926463",,"BTSites","12","2021","05","28","1","51"
"I","2022-03-06 00:30:01.873000","2022-03-06 10:29:38 +10:30","1065","968699860","2022-03-06 10:29:22 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.380314","1065","1065","1","true","KENSINGTON ROAD  E OF MAESBURY STREET KENSINGTON","814","KENSINGTON ROAD  NEAR MAESBURY STREET","KENSINGTON ROAD  NEAR MAESBURY STREET","138.645219","-34.926738",,"BTSites","11","2021","07","06","2","52"
"I","2022-03-06 00:30:01.873000","2022-03-06 10:29:38 +10:30","1065","968699860","2022-03-06 10:29:22 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.709559","1065","1065","1","true","KENSINGTON ROAD  E OF MAESBURY STREET KENSINGTON","814","KENSINGTON ROAD  NEAR MAESBURY STREET","KENSINGTON ROAD  NEAR MAESBURY STREET","138.645219","-34.926738",,"BTSites","12","2021","05","28","1","53"
"I","2022-03-06 00:30:01.873000","2022-03-06 10:29:46 +10:30","87","968699860","2022-03-06 10:29:39 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336451","87","87","1","true","PORTRUSH ROAD - KENSINGTON ROAD","117","PORTRUSH ROAD; KENSINGTON ROAD","Port Rush Road; Kensington Road","138.641469","-34.92698",,"BTSites","11","2021","07","06","2","54"
"I","2022-03-06 00:30:01.873000","2022-03-06 10:29:46 +10:30","87","968699860","2022-03-06 10:29:39 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677642","87","87","1","true","PORTRUSH ROAD - KENSINGTON ROAD","117","PORTRUSH ROAD; KENSINGTON ROAD","Port Rush Road; Kensington Road","138.641469","-34.92698",,"BTSites","12","2021","05","28","1","55"
"I","2022-03-06 00:31:05.377000","2022-03-06 10:30:58 +10:30","255","968699860","2022-03-06 10:30:58 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.345383","255","255","1","true","OSMOND TERRACE -KENSINGTON ROAD -PRESCOTT TERRACE","76","OSMOND TERRACE; KENSINGTON ROAD; PRESCOTT TERRACE","Osmond Terrace; Kensington Road; Prescott Terrace","138.632547","-34.92742",,"BTSites","11","2021","07","06","2","56"
"I","2022-03-06 00:31:05.377000","2022-03-06 10:30:58 +10:30","255","968699860","2022-03-06 10:30:58 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.696744","255","255","1","true","OSMOND TERRACE -KENSINGTON ROAD -PRESCOTT TERRACE","76","OSMOND TERRACE; KENSINGTON ROAD; PRESCOTT TERRACE","Osmond Terrace; Kensington Road; Prescott Terrace","138.632547","-34.92742",,"BTSites","12","2021","05","28","1","57"
"I","2022-03-06 00:31:34.793000","2022-03-06 10:31:28 +10:30","1168","968699860","2022-03-06 10:31:22 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.380862","1168","1168","1","true","KENSINGTON ROAD  W OF VICTORIA TERRACE ROSE PARK","548","KENSINGTON ROAD;  NEAR VICTORIA TERRACE","KENSINGTON ROAD;  NEAR VICTORIA TERRACE","138.627788","-34.927697",,"BTSites","11","2021","07","06","2","58"
"I","2022-03-06 00:31:34.793000","2022-03-06 10:31:28 +10:30","1168","968699860","2022-03-06 10:31:22 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.716804","1168","1168","1","true","KENSINGTON ROAD  W OF VICTORIA TERRACE ROSE PARK","548","KENSINGTON ROAD;  NEAR VICTORIA TERRACE","KENSINGTON ROAD;  NEAR VICTORIA TERRACE","138.627788","-34.927697",,"BTSites","12","2021","05","28","1","59"
"I","2022-03-06 00:32:31.713000","2022-03-06 10:32:19 +10:30","4503","968699860","2022-03-06 10:32:19 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.409811","4503","4503","1","true","BRITANNIA ROUNDABOUT","62","BRITANNIA ROUNDABOUT","Britannia Roundabout","138.623392","-34.927917",,"BTSites","11","2021","07","06","2","60"
"I","2022-03-06 00:32:31.713000","2022-03-06 10:32:19 +10:30","4503","968699860","2022-03-06 10:32:19 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.718694","4503","4503","1","true","BRITANNIA ROUNDABOUT","62","BRITANNIA ROUNDABOUT","Britannia Roundabout","138.623392","-34.927917",,"BTSites","12","2021","05","28","1","61"
"I","2022-03-06 00:34:05.890000","2022-03-06 10:33:50 +10:30","3041","968699860","2022-03-06 10:33:50 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.407429","3041","3041","1","true","WAKEFIELD STREET - HUTT STREET","121","WAKEFIELD STREET; HUTT STREET","Wakefield Street; Hutt Street","138.612071","-34.928038",,"BTSites","11","2021","07","06","2","62"
"I","2022-03-06 00:34:05.890000","2022-03-06 10:33:50 +10:30","3041","968699860","2022-03-06 10:33:50 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.718025","3041","3041","1","true","WAKEFIELD STREET - HUTT STREET","121","WAKEFIELD STREET; HUTT STREET","Wakefield Street; Hutt Street","138.612071","-34.928038",,"BTSites","12","2021","05","28","1","63"
"I","2022-03-06 00:34:31.717000","2022-03-06 10:34:28 +10:30","3069","968699860","2022-03-06 10:33:51 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.407929","3069","3069","1","true","WAKEFIELD STREET - FROME STREET","685","WAKEFIELD STREET; FROME STREET","WAKEFIELD STREET; FROME STREET","138.608337","-34.928226",,"BTSites","11","2021","07","06","2","64"
"I","2022-03-06 00:34:31.717000","2022-03-06 10:34:28 +10:30","3069","968699860","2022-03-06 10:33:51 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.718150","3069","3069","1","true","WAKEFIELD STREET - FROME STREET","685","WAKEFIELD STREET; FROME STREET","WAKEFIELD STREET; FROME STREET","138.608337","-34.928226",,"BTSites","12","2021","05","28","1","65"
"I","2022-03-06 00:35:06.517000","2022-03-06 10:34:48 +10:30","3023","968699860","2022-03-06 10:34:48 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.717923","3023","3023","1","true","WAKEFIELD STREET - PULTENEY STREET","355","WAKEFIELD STREET; PULTENEY STREET","WAKEFIELD STREET ; PULTENEY STREET","138.605972","-34.928288",,"BTSites","12","2021","05","28","1","66"
"I","2022-03-06 00:35:06.517000","2022-03-06 10:34:48 +10:30","3023","968699860","2022-03-06 10:34:48 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.406670","3023","3023","1","true","WAKEFIELD STREET - PULTENEY STREET","355","WAKEFIELD STREET; PULTENEY STREET","WAKEFIELD STREET ; PULTENEY STREET","138.605972","-34.928288",,"BTSites","11","2021","07","06","2","67"
"I","2022-03-06 00:36:01.843000","2022-03-06 10:35:37 +10:30","3006","968699860","2022-03-06 10:35:37 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.717854","3006","3006","1","true","WAKEFIELD ST -VICTORIA SQUARE","686","WAKEFIELD STREET; KING WILLIAM STREET EAST","WAKEFIELD STREET; KING WILLIAM STREET EAST","138.600677","-34.928516",,"BTSites","12","2021","05","28","1","68"
"I","2022-03-06 00:36:01.843000","2022-03-06 10:35:37 +10:30","3006","968699860","2022-03-06 10:35:37 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.397022","3006","3006","1","true","WAKEFIELD ST -VICTORIA SQUARE","686","WAKEFIELD STREET; KING WILLIAM STREET EAST","WAKEFIELD STREET; KING WILLIAM STREET EAST","138.600677","-34.928516",,"BTSites","11","2021","07","06","2","69"
"I","2022-03-06 00:36:33.247000","2022-03-06 10:36:17 +10:30","3006","968699860","2022-03-06 10:36:17 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.397022","3006","3006","1","true","WAKEFIELD ST -VICTORIA SQUARE","686","WAKEFIELD STREET; KING WILLIAM STREET EAST","WAKEFIELD STREET; KING WILLIAM STREET EAST","138.600677","-34.928516",,"BTSites","11","2021","07","06","2","70"
"I","2022-03-06 00:36:33.247000","2022-03-06 10:36:17 +10:30","3006","968699860","2022-03-06 10:36:17 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.717854","3006","3006","1","true","WAKEFIELD ST -VICTORIA SQUARE","686","WAKEFIELD STREET; KING WILLIAM STREET EAST","WAKEFIELD STREET; KING WILLIAM STREET EAST","138.600677","-34.928516",,"BTSites","12","2021","05","28","1","71"
"I","2022-03-06 00:36:33.247000","2022-03-06 10:36:21 +10:30","3016","968699860","2022-03-06 10:36:21 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.406333","3016","3016","1","true","GROTE STREET - KING WILLIAM ST WCWY","687","GROTE STREET; KING WILLIAM STREET WEST","GROTE STREET; KING WILLIAM STREET WEST","138.599181","-34.928649",,"BTSites","11","2021","07","06","2","72"
"I","2022-03-06 00:36:33.247000","2022-03-06 10:36:21 +10:30","3016","968699860","2022-03-06 10:36:21 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.717882","3016","3016","1","true","GROTE STREET - KING WILLIAM ST WCWY","687","GROTE STREET; KING WILLIAM STREET WEST","GROTE STREET; KING WILLIAM STREET WEST","138.599181","-34.928649",,"BTSites","12","2021","05","28","1","73"
"I","2022-03-06 00:38:35.007000","2022-03-06 10:38:26 +10:30","3033","968699860","2022-03-06 10:38:26 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.717978","3033","3033","1","true","GROTE STREET - MORPHETT STREET","684","GROTE STREET; MORPHETT STREET","GROTE STREET; MORPHETT STREET","138.593906","-34.929004",,"BTSites","12","2021","05","28","1","74"
"I","2022-03-06 00:38:35.007000","2022-03-06 10:38:26 +10:30","3033","968699860","2022-03-06 10:38:26 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.407259","3033","3033","1","true","GROTE STREET - MORPHETT STREET","684","GROTE STREET; MORPHETT STREET","GROTE STREET; MORPHETT STREET","138.593906","-34.929004",,"BTSites","11","2021","07","06","2","75"
"I","2022-03-06 00:39:34.490000","2022-03-06 10:39:13 +10:30","3044","968699860","2022-03-06 10:39:13 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.407472","3044","3044","1","true","WEST TERRACE - GROTE STREET","704","WEST TERRACE; GROTE STREET","WEST TERRACE; GROTE STREET","138.587703","-34.92926",,"BTSites","11","2021","07","06","2","76"
"I","2022-03-06 00:39:34.490000","2022-03-06 10:39:13 +10:30","3044","968699860","2022-03-06 10:39:13 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.718045","3044","3044","1","true","WEST TERRACE - GROTE STREET","704","WEST TERRACE; GROTE STREET","WEST TERRACE; GROTE STREET","138.587703","-34.92926",,"BTSites","12","2021","05","28","1","77"
"I","2022-03-06 00:40:07.333000","2022-03-06 10:39:43 +10:30","3044","968699860","2022-03-06 10:39:43 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.407472","3044","3044","1","true","WEST TERRACE - GROTE STREET","704","WEST TERRACE; GROTE STREET","WEST TERRACE; GROTE STREET","138.587703","-34.92926",,"BTSites","11","2021","07","06","2","78"
"I","2022-03-06 00:40:07.333000","2022-03-06 10:39:43 +10:30","3044","968699860","2022-03-06 10:39:43 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.718045","3044","3044","1","true","WEST TERRACE - GROTE STREET","704","WEST TERRACE; GROTE STREET","WEST TERRACE; GROTE STREET","138.587703","-34.92926",,"BTSites","12","2021","05","28","1","79"
"I","2022-03-06 00:41:05.147000","2022-03-06 10:40:47 +10:30","488","968699860","2022-03-06 10:40:47 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.376771","488","488","1","true","BURBRIDGE ROAD - RAIL TERMINAL ACCESS ROAD","155","SIR DONALD BRADMAN DRIVE; RAIL TERMINAL ACCESS ROAD","Sir Donald Bradman Drive; Rail Terminal Access Road","138.580347","-34.930385",,"BTSites","11","2021","07","06","2","80"
"I","2022-03-06 00:41:05.147000","2022-03-06 10:40:47 +10:30","488","968699860","2022-03-06 10:40:47 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.706010","488","488","1","true","BURBRIDGE ROAD - RAIL TERMINAL ACCESS ROAD","155","SIR DONALD BRADMAN DRIVE; RAIL TERMINAL ACCESS ROAD","Sir Donald Bradman Drive; Rail Terminal Access Road","138.580347","-34.930385",,"BTSites","12","2021","05","28","1","81"
"I","2022-03-06 00:41:34.433000","2022-03-06 10:41:05 +10:30","62","968699860","2022-03-06 10:41:05 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336130","62","62","1","true","BURBRIDGE ROAD - RAILWAY TERRACE","209","SIR DONALD BRADMAN DRIVE; RAILWAY TERRACE","Sir Donald Bradman Drive; Railway Terrace","138.575014","-34.931585",,"BTSites","11","2021","07","06","2","82"
"I","2022-03-06 00:41:34.433000","2022-03-06 10:41:05 +10:30","62","968699860","2022-03-06 10:41:05 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677257","62","62","1","true","BURBRIDGE ROAD - RAILWAY TERRACE","209","SIR DONALD BRADMAN DRIVE; RAILWAY TERRACE","Sir Donald Bradman Drive; Railway Terrace","138.575014","-34.931585",,"BTSites","12","2021","05","28","1","83"
"I","2022-03-06 00:43:04.930000","2022-03-06 10:42:55 +10:30","61","968699860","2022-03-06 10:42:42 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336117","61","61","1","true","SOUTH ROAD - BURBRIDGE ROAD","161","SOUTH ROAD; SIR DONALD BRADMAN DRIVE","South Road; Sir Donald Bradman Drive","138.570353","-34.931871",,"BTSites","11","2021","07","06","2","84"
"I","2022-03-06 00:43:04.930000","2022-03-06 10:42:55 +10:30","61","968699860","2022-03-06 10:42:42 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677247","61","61","1","true","SOUTH ROAD - BURBRIDGE ROAD","161","SOUTH ROAD; SIR DONALD BRADMAN DRIVE","South Road; Sir Donald Bradman Drive","138.570353","-34.931871",,"BTSites","12","2021","05","28","1","85"
"I","2022-03-06 00:44:04.927000","2022-03-06 10:43:40 +10:30","187","968699860","2022-03-06 10:43:40 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.337700","187","187","1","true","BURBRIDGE ROAD -BAGOT AVENUE BROOKER TERRACE","135","SIR DONALD BRADMAN DRIVE; BAGOT AVENEW; BROOKER TERRACE","Sir Donald Bradman Drive; Bagot Avenue; Brooker Terrace","138.561321","-34.932294",,"BTSites","11","2021","07","06","2","86"
"I","2022-03-06 00:44:04.927000","2022-03-06 10:43:40 +10:30","187","968699860","2022-03-06 10:43:40 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.687883","187","187","1","true","BURBRIDGE ROAD -BAGOT AVENUE BROOKER TERRACE","135","SIR DONALD BRADMAN DRIVE; BAGOT AVENEW; BROOKER TERRACE","Sir Donald Bradman Drive; Bagot Avenue; Brooker Terrace","138.561321","-34.932294",,"BTSites","12","2021","05","28","1","87"
"I","2022-03-06 00:51:42.410000","2022-03-06 10:46:01 +10:30","60","968699860","2022-03-06 10:45:56 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336105","60","60","1","true","MARION ROAD - BURBRIDGE ROAD","281","MARRY ON ROAD; SIR DONALD BRADMAN DRIVE","MARION ROAD ; SIR DONALD BRADMAN DRIVE","138.552517","-34.932775",,"BTSites","11","2021","07","06","2","88"
"I","2022-03-06 00:51:42.410000","2022-03-06 10:46:01 +10:30","60","968699860","2022-03-06 10:45:56 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677235","60","60","1","true","MARION ROAD - BURBRIDGE ROAD","281","MARRY ON ROAD; SIR DONALD BRADMAN DRIVE","MARION ROAD ; SIR DONALD BRADMAN DRIVE","138.552517","-34.932775",,"BTSites","12","2021","05","28","1","89"
"I","2022-03-06 00:53:35.040000","2022-03-06 10:53:27 +10:30","163","968699860","2022-03-06 10:53:01 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.337395","163","163","1","true","BURBRIDGE ROAD - AIRPORT ROAD","268","SIR DONALD BRADMAN DRIVE; AIRPORT ROAD","SIR DONALD BRADMAN DRIVE ; AIRPORT ROAD","138.541236","-34.932619",,"BTSites","11","2021","07","06","2","90"
"I","2022-03-06 00:53:35.040000","2022-03-06 10:53:27 +10:30","163","968699860","2022-03-06 10:53:01 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.684084","163","163","1","true","BURBRIDGE ROAD - AIRPORT ROAD","268","SIR DONALD BRADMAN DRIVE; AIRPORT ROAD","SIR DONALD BRADMAN DRIVE ; AIRPORT ROAD","138.541236","-34.932619",,"BTSites","12","2021","05","28","1","91"
"I","2022-03-06 00:55:36.860000","2022-03-06 10:55:27 +10:30","60","968699860","2022-03-06 10:55:27 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677235","60","60","1","true","MARION ROAD - BURBRIDGE ROAD","281","MARRY ON ROAD; SIR DONALD BRADMAN DRIVE","MARION ROAD ; SIR DONALD BRADMAN DRIVE","138.552517","-34.932775",,"BTSites","12","2021","05","28","1","92"
"I","2022-03-06 00:55:36.860000","2022-03-06 10:55:27 +10:30","60","968699860","2022-03-06 10:55:27 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336105","60","60","1","true","MARION ROAD - BURBRIDGE ROAD","281","MARRY ON ROAD; SIR DONALD BRADMAN DRIVE","MARION ROAD ; SIR DONALD BRADMAN DRIVE","138.552517","-34.932775",,"BTSites","11","2021","07","06","2","93"
"I","2022-03-06 00:57:01.813000","2022-03-06 10:56:39 +10:30","187","968699860","2022-03-06 10:56:29 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.687883","187","187","1","true","BURBRIDGE ROAD -BAGOT AVENUE BROOKER TERRACE","135","SIR DONALD BRADMAN DRIVE; BAGOT AVENEW; BROOKER TERRACE","Sir Donald Bradman Drive; Bagot Avenue; Brooker Terrace","138.561321","-34.932294",,"BTSites","12","2021","05","28","1","94"
"I","2022-03-06 00:57:01.813000","2022-03-06 10:56:39 +10:30","187","968699860","2022-03-06 10:56:29 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.337700","187","187","1","true","BURBRIDGE ROAD -BAGOT AVENUE BROOKER TERRACE","135","SIR DONALD BRADMAN DRIVE; BAGOT AVENEW; BROOKER TERRACE","Sir Donald Bradman Drive; Bagot Avenue; Brooker Terrace","138.561321","-34.932294",,"BTSites","11","2021","07","06","2","95"
"I","2022-03-06 00:58:32.947000","2022-03-06 10:58:27 +10:30","61","968699860","2022-03-06 10:57:50 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677247","61","61","1","true","SOUTH ROAD - BURBRIDGE ROAD","161","SOUTH ROAD; SIR DONALD BRADMAN DRIVE","South Road; Sir Donald Bradman Drive","138.570353","-34.931871",,"BTSites","12","2021","05","28","1","96"
"I","2022-03-06 00:58:32.947000","2022-03-06 10:58:27 +10:30","61","968699860","2022-03-06 10:57:50 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336117","61","61","1","true","SOUTH ROAD - BURBRIDGE ROAD","161","SOUTH ROAD; SIR DONALD BRADMAN DRIVE","South Road; Sir Donald Bradman Drive","138.570353","-34.931871",,"BTSites","11","2021","07","06","2","97"
"I","2022-03-06 01:00:06.280000","2022-03-06 10:59:35 +10:30","61","968699860","2022-03-06 10:59:24 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336117","61","61","1","true","SOUTH ROAD - BURBRIDGE ROAD","161","SOUTH ROAD; SIR DONALD BRADMAN DRIVE","South Road; Sir Donald Bradman Drive","138.570353","-34.931871",,"BTSites","11","2021","07","06","2","98"
"I","2022-03-06 01:00:06.280000","2022-03-06 10:59:35 +10:30","61","968699860","2022-03-06 10:59:24 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677247","61","61","1","true","SOUTH ROAD - BURBRIDGE ROAD","161","SOUTH ROAD; SIR DONALD BRADMAN DRIVE","South Road; Sir Donald Bradman Drive","138.570353","-34.931871",,"BTSites","12","2021","05","28","1","99"
"I","2022-03-06 01:00:34.523000","2022-03-06 11:00:11 +10:30","62","968699860","2022-03-06 11:00:07 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-05-28 03:25:56.677257","62","62","1","true","BURBRIDGE ROAD - RAILWAY TERRACE","209","SIR DONALD BRADMAN DRIVE; RAILWAY TERRACE","Sir Donald Bradman Drive; Railway Terrace","138.575014","-34.931585",,"BTSites","12","2021","05","28","1","100"
"I","2022-03-06 01:00:34.523000","2022-03-06 11:00:11 +10:30","62","968699860","2022-03-06 11:00:07 +10:30","1","0","dbo","BTRecords","11","2022","03","06","I","2021-07-06 01:49:39.336130","62","62","1","true","BURBRIDGE ROAD - RAILWAY TERRACE","209","SIR DONALD BRADMAN DRIVE; RAILWAY TERRACE","Sir Donald Bradman Drive; Railway Terrace","138.575014","-34.931585",,"BTSites","11","2021","07","06","2","101"
